UFI,TAXON_ID,SCIENTIFIC_DISPLAY_NME,COMMON_NME,TAXON_TYPE,RELIABILITY,RATING_INT,RELIABILITY_TXT,REVIEW_COMMENT_TXT,SAMPLING_METHOD_DESC,SURVEY_START_DATE,LATITUDEDD_NUM,LONGITUDEDD_NUM,LAT_LONG_ACCURACYDD_INT,TOTAL_COUNT_INT,BEHAVIOUR,EXTRA_INFORMATION,RECORD_TYPE,PRIMARY_CDE,SV_RECORD_COUNT,STATE_CDE,LGA_UFI,CMA_NO,PARK_ID,SURVEY_ID,SITE_ORIGIN_STATUS_CDE,CREATION_TSP
5734824,11028,Antechinus agilis,Agile Antechinus,Mammals,Unconfirmed,,,lacking a grid reference,Elliott trap Large,16/APR/2007,-37.28378,144.09334,100,1,,,Captured and released,FAUNA,1,VIC,329,0,,960768,,16/AUG/11 12:00:00.000000000 AM
5734824,11028,Antechinus agilis,Agile Antechinus,Mammals,Unconfirmed,,,lacking a grid reference,Elliott trap Large,16/APR/2007,-37.28378,144.09334,100,1,,,Captured and released,FAUNA,1,VIC,329,0,,960768,,16/AUG/11 12:00:00.000000000 AM
5736755,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Camera - Surveillance/Remote,26/FEB/2010,-37.46015,146.12493,100,,,,Observation with supporting evidence,FAUNA,3,VIC,355,6,,961287,,16/AUG/11 12:00:00.000000000 AM
5736805,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Camera - Surveillance/Remote,25/FEB/2010,-37.55435,146.12349,100,,,,Observation with supporting evidence,FAUNA,4,VIC,377,6,,961302,,16/AUG/11 12:00:00.000000000 AM
5736861,11028,Antechinus agilis,Agile Antechinus,Mammals,Confirmed,,,,Faunatech hair tubes(bait type in X),11/MAR/2010,-37.69499,148.7609,100,,,Herbivore bait,Identified from hair or scats,FAUNA,3,VIC,319,10,,961321,,16/AUG/11 12:00:00.000000000 AM
5736930,11028,Antechinus agilis,Agile Antechinus,Mammals,Confirmed,,High reliability,,Camera - Surveillance/Remote,13/APR/2010,-37.75594,148.75939,100,,,,Observation with supporting evidence,FAUNA,5,VIC,319,10,3359,961344,,16/AUG/11 12:00:00.000000000 AM
6146932,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,0,High reliability,,Elliott trap,16/JUN/2011,-38.4955,143.7026,100,3,,,Captured and released,FAUNA,5,VIC,314,5,4820,968345,,13/SEP/12 01:33:23.000000000 PM
6163813,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,2,High reliability,,Elliott trap,30/AUG/2011,-37.8575,145.857,50,22,,,Captured and released,FAUNA,4,VIC,305,9,,978505,,02/MAY/13 04:25:32.000000000 PM
6164919,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,,High reliability,,Elliott trap Large,09/APR/2013,-37.2657,144.0714,100,1,,,Captured and released,FAUNA,1,VIC,329,4,,978751,,23/MAY/13 03:53:07.948000000 PM
6164919,11028,Antechinus agilis,Agile Antechinus,Mammals,Acceptable,,High reliability,,Elliott trap Large,09/APR/2013,-37.2657,144.0714,100,1,,,Captured and released,FAUNA,1,VIC,329,4,,978751,,23/MAY/13 03:53:07.948000000 PM
